game,state,date,position,result
PT,SP,2017-05-21,4,1256
PT,SP,2017-05-21,5,9048
PT,SP,2017-05-21,6,7641
PT,SP,2017-05-20,20,2017
PT,SP,2017-05-20,1,8968
PT,SP,2017-05-20,2,3023
PT,SP,2017-05-20,3,2056
PT,SP,2017-05-20,4,1018
PT,SP,2017-05-20,5,1063
PT,SP,2017-05-20,6,6128
PTN,SP,2017-05-19,19,2017
PTN,SP,2017-05-19,1,7398
PTN,SP,2017-05-19,2,3837
PTN,SP,2017-05-19,3,4485
PTN,SP,2017-05-19,4,2682
PTN,SP,2017-05-19,5,9837
PTN,SP,2017-05-19,6,8239
PT,SP,2017-05-19,19,2017
PT,SP,2017-05-19,1,2363
PT,SP,2017-05-19,2,8935
PT,SP,2017-05-19,3,8779
PT,SP,2017-05-19,4,8434
PT,SP,2017-05-19,5,2289
PT,SP,2017-05-19,6,0800
PTN,SP,2017-05-18,18,2017
PTN,SP,2017-05-18,1,8033
PTN,SP,2017-05-18,2,4674
PTN,SP,2017-05-18,3,5401
PTN,SP,2017-05-18,4,2169
PTN,SP,2017-05-18,5,5944
PTN,SP,2017-05-18,6,6221
PT,SP,2017-05-18,18,2017
PT,SP,2017-05-18,1,4270
PT,SP,2017-05-18,2,2470
PT,SP,2017-05-18,3,9664
PT,SP,2017-05-18,4,4722
PT,SP,2017-05-18,5,3622
PT,SP,2017-05-18,6,4748
PTM,RJ,2016-10-26,26,2016
PTM,RJ,2016-10-26,1,7800
PTM,RJ,2016-10-26,2,8659
PTM,RJ,2016-10-26,3,3630
PTM,RJ,2016-10-26,4,1909
PTM,RJ,2016-10-26,5,9626
PTM,RJ,2016-10-26,6,1524
PTM,RJ,2016-10-25,25,2016
PTM,RJ,2016-10-25,1,2146
PTM,RJ,2016-10-25,2,5443
PTM,RJ,2016-10-25,3,6859
PTM,RJ,2016-10-25,4,9386
PTM,RJ,2016-10-25,5,5725
PTM,RJ,2016-10-25,6,9559
PTM,RJ,2016-10-24,1,1418
PTM,RJ,2016-10-24,2,5554
PTM,RJ,2016-10-24,3,7864
PTM,RJ,2016-10-24,4,1918
PTM,RJ,2016-10-24,5,0818
PTM,RJ,2016-10-23,23,2016
PTM,RJ,2016-10-23,1,8466
PTM,RJ,2016-10-23,2,6202
PTM,RJ,2016-10-23,3,8415
PTM,RJ,2016-10-23,4,6327
PTM,RJ,2016-10-23,5,6651
PTM,RJ,2016-10-23,6,6061
PTM,RJ,2016-10-22,22,2016
PTM,RJ,2016-10-22,1,7551
PTM,RJ,2016-10-22,2,6299
PTM,RJ,2016-10-22,3,0290
PTM,RJ,2016-10-22,4,8886
PTM,RJ,2016-10-22,5,6065
PTM,RJ,2016-10-22,6,9091
PTM,RJ,2016-10-21,1,3629
PTM,RJ,2016-10-21,2,8604
PTM,RJ,2016-10-21,3,4763
PTM,RJ,2016-10-21,4,2079
PTM,RJ,2016-10-21,5,2605
PTM,RJ,2016-10-21,6,1680
PTM,RJ,2016-10-20,1,7335
PTM,RJ,2016-10-20,2,5967
PTM,RJ,2016-10-20,3,8882
PTM,RJ,2016-10-20,4,7504
PTM,RJ,2016-10-20,5,0282
PTM,RJ,2016-10-20,6,9970
PT,RJ,2016-11-20,20,2016
PT,RJ,2016-11-20,1,1717
PT,RJ,2016-11-20,2,9982
PT,RJ,2016-11-20,3,7373
PT,RJ,2016-11-20,4,6481
PT,RJ,2016-11-20,5,4973
PT,RJ,2016-11-20,6,0526
PT,RJ,2016-11-19,19,2016
PT,RJ,2016-11-19,1,1763
PT,RJ,2016-11-19,2,0917
PT,RJ,2016-11-19,3,2951
PT,RJ,2016-11-19,4,5988
PT,RJ,2016-11-19,5,3077
PT,RJ,2016-11-19,6,4696
PT,RJ,2016-11-18,1,8986
PT,RJ,2016-11-18,2,4838
PT,RJ,2016-11-18,3,3720
PT,RJ,2016-11-18,4,7047
PT,RJ,2016-11-18,5,5781
PT,RJ,2016-11-18,6,0372
PT,RJ,2016-11-17,1,2378
PT,RJ,2016-11-17,2,9795
PT,RJ,2016-11-17,3,0558
PT,RJ,2016-11-17,4,9628
PT,RJ,2016-11-17,5,4846
PT,RJ,2016-11-17,6,2705
PT,RJ,2016-11-16,1,2219
PT,RJ,2016-11-16,2,7474
PT,RJ,2016-11-16,3,6029
PT,RJ,2016-11-16,4,8194
PT,RJ,2016-11-16,5,5994
PT,RJ,2016-11-16,6,9910
PT,RJ,2016-11-15,15,2016
PT,RJ,2016-11-15,1,2358
PT,RJ,2016-11-15,2,7606
PT,RJ,2016-11-15,3,9977
PT,RJ,2016-11-15,4,2315
PT,RJ,2016-11-15,5,7262
PT,RJ,2016-11-15,6,9518
PT,RJ,2016-11-14,14,2016
PT,RJ,2016-11-14,1,3200
PT,RJ,2016-11-14,2,5244
PT,RJ,2016-11-14,3,0414
PT,RJ,2016-11-14,4,6524
PT,RJ,2016-11-14,5,3867
PT,RJ,2016-11-14,6,9249
PT,SP,2017-05-17,17,2017
PT,SP,2017-05-17,1,5700
PT,SP,2017-05-17,2,7269
PT,SP,2017-05-17,3,3389
PT,SP,2017-05-17,4,1849
PT,SP,2017-05-17,5,6733
PT,SP,2017-05-17,6,4940
PTN,SP,2017-05-16,16,2017
PTN,SP,2017-05-16,1,6850
PTN,SP,2017-05-16,2,8307
PTN,SP,2017-05-16,3,1402
PTN,SP,2017-05-16,4,9648
PTN,SP,2017-05-16,5,3877
PTN,SP,2017-05-16,6,0084
PT,SP,2017-05-16,16,2017
PT,SP,2017-05-16,1,6804
PT,SP,2017-05-16,2,5188
PT,SP,2017-05-16,3,8637
PT,SP,2017-05-16,4,9463
PT,SP,2017-05-16,5,4732
PT,SP,2017-05-16,6,4824
PTN,SP,2017-05-15,15,2017
PTN,SP,2017-05-15,1,2591
PTN,SP,2017-05-15,2,1979
PTN,SP,2017-05-15,3,9287
PTN,SP,2017-05-15,4,0052
PTN,SP,2017-05-15,5,9251
PTN,SP,2017-05-15,6,3160
PT,SP,2017-05-15,15,2017
PT,SP,2017-05-15,1,9202
PT,SP,2017-05-15,2,0778
PT,SP,2017-05-15,3,3486
PT,SP,2017-05-15,4,0178
PT,SP,2017-05-15,5,7877
PT,SP,2017-05-15,6,1521
PT,SP,2017-05-14,14,2017
PT,SP,2017-05-14,1,8055
PT,SP,2017-05-14,2,0730
PT,SP,2017-05-14,3,5704
PT,SP,2017-05-14,4,6773
PT,SP,2017-05-14,5,7366
PT,SP,2017-05-14,6,8628
PT,SP,2017-05-13,13,2017
PT,SP,2017-05-13,1,7105
PT,SP,2017-05-13,2,9218
PT,SP,2017-05-13,3,7456
PT,SP,2017-05-13,4,8884
PT,SP,2017-05-13,5,0955
PT,SP,2017-05-13,6,3618
PTM,RJ,2016-10-19,1,4002
PTM,RJ,2016-10-19,2,4109
PTM,RJ,2016-10-19,3,6625
PTM,RJ,2016-10-19,4,4075
PTM,RJ,2016-10-19,5,3624
PTM,RJ,2016-10-19,6,2435
PT,RJ,2016-11-13,13,2016
PT,RJ,2016-11-13,1,6719
PT,RJ,2016-11-13,2,8307
PT,RJ,2016-11-13,3,5202
PT,RJ,2016-11-13,4,3753
PT,RJ,2016-11-13,5,5180
PT,RJ,2016-11-13,6,9161
PT,RJ,2016-12-11,12,2016
PT,RJ,2016-12-11,1,6528
PT,RJ,2016-12-11,2,5893
PTN,SP,2017-12-05,12,2017
PTN,SP,2017-12-05,1,6280
PTN,SP,2017-12-05,2,5339
PTN,SP,2017-12-05,3,7710
PTN,SP,2017-12-05,4,5430
PTN,SP,2017-12-05,5,6366
PTN,SP,2017-12-05,6,1125
PT,SP,2017-12-05,12,2017
PT,RJ,2016-12-11,3,9402
PT,RJ,2016-12-11,4,8842
PT,RJ,2016-12-11,5,7583
PT,RJ,2016-12-11,6,8248
PT,RJ,2016-11-11,1,3383
PT,RJ,2016-11-11,2,8102
PT,RJ,2016-11-11,3,6543
PT,RJ,2016-11-11,4,4344
PT,RJ,2016-11-11,5,8493
PT,RJ,2016-11-11,6,0865
PT,RJ,2016-10-11,10,2016
PT,RJ,2016-10-11,1,9489
PT,RJ,2016-10-11,2,0517
PT,SP,2017-12-05,1,8507
PT,SP,2017-12-05,2,8774
PT,SP,2017-12-05,3,8353
PT,SP,2017-12-05,4,7516
PT,SP,2017-12-05,5,9503
PT,SP,2017-12-05,6,2653
PTN,SP,2017-11-05,11,2017
PTN,SP,2017-11-05,1,4227
PTN,SP,2017-11-05,2,9665
PTN,SP,2017-11-05,3,9489
PTN,SP,2017-11-05,4,3699
PTN,SP,2017-11-05,5,1699
PTN,SP,2017-11-05,6,8779
PT,SP,2017-11-05,11,2017
PT,RJ,2016-10-11,3,5539
PT,RJ,2016-10-11,4,3230
PT,RJ,2016-10-11,5,3225
PT,RJ,2016-10-11,6,2000
PT,RJ,2016-09-11,1,8290
PT,RJ,2016-09-11,2,1699
PT,RJ,2016-09-11,3,4479
PT,RJ,2016-09-11,4,1873
PT,RJ,2016-09-11,5,2422
PT,RJ,2016-09-11,6,8763
PT,RJ,2016-08-11,1,6124
PT,RJ,2016-08-11,2,1825
PT,RJ,2016-08-11,3,4415
PT,RJ,2016-08-11,4,9836
PT,RJ,2016-08-11,5,2837
PT,SP,2017-11-05,1,4490
PT,SP,2017-11-05,2,3566
PT,SP,2017-11-05,3,9786
PT,SP,2017-11-05,4,9069
PT,SP,2017-11-05,5,2108
PT,SP,2017-11-05,6,9019
PT,SP,2017-10-05,10,2017
PT,SP,2017-10-05,1,3991
PT,SP,2017-10-05,2,8058
PT,SP,2017-10-05,3,3766
PT,SP,2017-10-05,4,4479
PT,SP,2017-10-05,5,1590
PT,SP,2017-10-05,6,1884
PTN,SP,2017-09-05,1,0598
PTN,SP,2017-09-05,2,0929
PT,RJ,2016-08-11,6,5037
PT,RJ,2016-07-11,1,2972
PT,RJ,2016-07-11,2,1952
PT,RJ,2016-07-11,3,5169
PT,RJ,2016-07-11,4,0403
PT,RJ,2016-07-11,5,5150
PT,RJ,2016-07-11,6,5646
PTN,SP,2017-09-05,3,2116
PTN,SP,2017-09-05,4,8690
PTN,SP,2017-09-05,5,2829
PTN,SP,2017-09-05,6,5162
PT,SP,2017-09-05,1,6852
PT,SP,2017-09-05,2,3344
PT,SP,2017-09-05,3,7622
PT,SP,2017-09-05,4,3990
PT,SP,2017-09-05,5,9801
PT,SP,2017-09-05,6,1609
PTN,SP,2017-08-05,1,6935
PTN,SP,2017-08-05,2,7105
PTN,SP,2017-08-05,3,0953
PTN,SP,2017-08-05,4,4519
PTN,SP,2017-08-05,5,5399
PTN,SP,2017-08-05,6,4911
PT,SP,2017-08-05,1,9237
PT,SP,2017-08-05,2,7494
PT,SP,2017-08-05,3,7538
PT,SP,2017-08-05,4,6858
PT,SP,2017-08-05,5,7410
PT,SP,2017-08-05,6,8537
PT,SP,2017-07-05,1,5394
PT,SP,2017-07-05,2,4149
PT,SP,2017-07-05,3,6897
PT,SP,2017-07-05,4,0291
PT,SP,2017-07-05,5,2430
PT,SP,2017-07-05,6,9161
PT,SP,2017-06-05,1,6280
PT,SP,2017-06-05,2,0657
PT,SP,2017-06-05,3,1460
PT,SP,2017-06-05,4,1750
PT,SP,2017-06-05,5,2189
PT,SP,2017-06-05,6,2336
PTN,SP,2017-05-05,1,8452
PTN,SP,2017-05-05,2,7196
PTN,SP,2017-05-05,3,8267
PTN,SP,2017-05-05,4,4194
PTN,SP,2017-05-05,5,6962
PTN,SP,2017-05-05,6,5071
PT,SP,2017-05-05,1,3055
PT,SP,2017-05-05,2,3035
PT,SP,2017-05-05,3,9221
PT,SP,2017-05-05,4,5234
PT,SP,2017-05-05,5,1106
PT,SP,2017-05-05,6,1651
PTN,SP,2017-04-05,1,1302
PTN,SP,2017-04-05,2,4504
PTN,SP,2017-04-05,3,7256
PTN,SP,2017-04-05,4,9537
PTN,SP,2017-04-05,5,9340
PTN,SP,2017-04-05,6,1939
PT,RJ,2016-06-11,1,5406
PT,RJ,2016-06-11,2,6382
PT,RJ,2016-06-11,3,2472
PT,RJ,2016-06-11,4,4178
PT,RJ,2016-06-11,5,3747
PT,RJ,2016-06-11,6,2185
PT,RJ,2016-05-11,1,1110
PT,RJ,2016-05-11,2,3430
PT,RJ,2016-05-11,3,3962
PT,RJ,2016-05-11,4,2110
PT,RJ,2016-05-11,5,5166
PT,RJ,2016-05-11,6,5508
PT,RJ,2016-04-11,1,6303
PT,RJ,2016-04-11,2,8746
PT,RJ,2016-04-11,3,6729
PT,RJ,2016-04-11,4,7366
PT,RJ,2016-04-11,5,9258
PT,RJ,2016-04-11,6,8402
PT,RJ,2016-03-11,1,3206
PT,RJ,2016-03-11,2,2736
PT,RJ,2016-03-11,3,8924
PT,RJ,2016-03-11,4,1328
PT,RJ,2016-03-11,5,1809
PT,RJ,2016-03-11,6,8003
PT,RJ,2016-01-11,1,7116
PT,RJ,2016-01-11,2,6006
PT,RJ,2016-01-11,3,4265
PT,RJ,2016-01-11,4,5020
PT,RJ,2016-01-11,5,1170
PT,RJ,2016-01-11,6,3577
PT,RJ,2016-10-31,1,3522
PT,RJ,2016-10-31,2,9320
PT,RJ,2016-10-31,3,0405
PT,RJ,2016-10-31,4,3989
PT,RJ,2016-10-31,5,2053
PT,RJ,2016-10-31,6,9289
PT,RJ,2016-10-30,30,2016
PT,RJ,2016-10-30,1,8307
PT,RJ,2016-10-30,2,8059
PT,RJ,2016-10-30,3,0092
PT,RJ,2016-10-30,4,5667
PT,RJ,2016-10-30,5,7605
PT,RJ,2016-10-30,6,9730
PT,SP,2017-04-05,1,8501
PT,SP,2017-04-05,2,8072
PT,SP,2017-04-05,3,0259
PT,SP,2017-04-05,4,2180
PT,SP,2017-04-05,5,5534
PT,SP,2017-04-05,6,4546
PT,SP,2017-03-05,1,1282
PT,SP,2017-03-05,2,5516
PT,SP,2017-03-05,3,0176
PT,SP,2017-03-05,4,1989
PT,SP,2017-03-05,5,0235
PT,SP,2017-03-05,6,9198
PTN,SP,2017-02-05,1,1465
PTN,SP,2017-02-05,2,3241
PTN,SP,2017-02-05,3,2356
PTN,SP,2017-02-05,4,5861
PTN,SP,2017-02-05,5,5483
PTN,SP,2017-02-05,6,8406
PT,SP,2017-02-05,1,7342
PT,SP,2017-02-05,2,0895
PT,SP,2017-02-05,3,5236
PT,SP,2017-02-05,4,2830
PT,SP,2017-02-05,5,8429
PT,SP,2017-02-05,6,4732
PT,SP,2017-01-05,1,7159
PT,SP,2017-01-05,2,4169
PT,SP,2017-01-05,3,9364
PT,SP,2017-01-05,4,5441
PT,SP,2017-01-05,5,1959
PT,SP,2017-01-05,6,2052
PT,SP,2017-04-30,30,2017
PT,SP,2017-04-30,1,1549
PT,SP,2017-04-30,2,6095
PT,SP,2017-04-30,3,6010
PT,SP,2017-04-30,4,3720
PT,SP,2017-04-30,5,7132
PT,SP,2017-04-30,6,4506
PT,SP,2017-04-29,29,2017
PT,SP,2017-04-29,1,0625
PT,SP,2017-04-29,2,8372
PT,SP,2017-04-29,3,7397
PT,SP,2017-04-29,4,4637
PT,SP,2017-04-29,5,8808
PT,SP,2017-04-29,6,9839
PT,RJ,2016-10-29,29,2016
PT,RJ,2016-10-29,1,2674
PT,RJ,2016-10-29,2,6418
PT,RJ,2016-10-29,3,5381
PT,RJ,2016-10-29,4,4267
PT,RJ,2016-10-29,5,6627
PT,RJ,2016-10-29,6,5763
PT,RJ,2016-10-28,28,2016
PT,RJ,2016-10-28,1,8326
PT,RJ,2016-10-28,2,9300
PT,RJ,2016-10-28,3,4544
PT,RJ,2016-10-28,4,8589
PT,RJ,2016-10-28,5,8841
PT,RJ,2016-10-28,6,9600
PT,RJ,2016-10-27,27,2016
PT,RJ,2016-10-27,1,3302
PT,RJ,2016-10-27,2,9361
PT,RJ,2016-10-27,3,7052
PT,RJ,2016-10-27,4,5827
PT,RJ,2016-10-27,5,2684
PT,RJ,2016-10-27,6,8226
PT,RJ,2016-10-25,25,2016
PT,RJ,2016-10-25,1,3338
PT,RJ,2016-10-25,2,9612
PT,RJ,2016-10-25,3,1491
PT,RJ,2016-10-25,4,5861
PT,RJ,2016-10-25,5,5351
PT,RJ,2016-10-25,6,5653
PT,RJ,2016-10-24,1,4864
PT,RJ,2016-10-24,2,4786
PT,RJ,2016-10-24,3,9713
PT,RJ,2016-10-24,4,3912
PT,RJ,2016-10-24,5,9294
PT,RJ,2016-10-24,6,2569
PT,RJ,2016-10-23,23,2016
PT,RJ,2016-10-23,1,0823
PT,RJ,2016-10-23,2,4315
PT,RJ,2016-10-23,3,7944
PT,RJ,2016-10-23,4,6670
PT,RJ,2016-10-23,5,0084
PT,RJ,2016-10-23,6,9836
PTN,SP,2017-04-28,28,2017
PTN,SP,2017-04-28,1,3322
PTN,SP,2017-04-28,2,5804
PTN,SP,2017-04-28,3,4752
PTN,SP,2017-04-28,4,8656
PTN,SP,2017-04-28,5,9660
PTN,SP,2017-04-28,6,2194
PT,SP,2017-04-28,28,2017
PT,SP,2017-04-28,1,2669
PT,SP,2017-04-28,2,0564
PT,SP,2017-04-28,3,8314
PT,SP,2017-04-28,4,5487
PT,RJ,2016-10-22,22,2016
PT,RJ,2016-10-22,1,1007
PT,RJ,2016-10-22,2,7355
PT,RJ,2016-10-22,3,8455
PT,RJ,2016-10-22,4,2382
PT,RJ,2016-10-22,5,3789
PT,RJ,2016-10-22,6,2988
PT,RJ,2016-10-21,1,6806
PT,SP,2017-04-28,5,5344
PT,SP,2017-04-28,6,2378
PTN,SP,2017-04-27,27,2017
PTN,SP,2017-04-27,1,9105
PTN,SP,2017-04-27,2,2848
PTN,SP,2017-04-27,3,0692
PTN,SP,2017-04-27,4,4143
PTN,SP,2017-04-27,5,7994
PTN,SP,2017-04-27,6,4782
PT,SP,2017-04-27,27,2017
PT,SP,2017-04-27,1,5906
PT,SP,2017-04-27,2,4530
PT,SP,2017-04-27,3,4410
PT,RJ,2016-10-21,2,4536
PT,RJ,2016-10-21,3,0502
PT,RJ,2016-10-21,4,7821
PT,RJ,2016-10-21,5,7997
PT,RJ,2016-10-21,6,7662
PT,RJ,2016-10-20,1,0135
PT,RJ,2016-10-20,2,9438
PT,RJ,2016-10-20,3,5236
PT,RJ,2016-10-20,4,8376
PT,RJ,2016-10-20,5,3838
PT,RJ,2016-10-20,6,7023
PT,RJ,2016-10-19,1,7479
PT,SP,2017-04-27,4,6926
PT,SP,2017-04-27,5,6508
PT,SP,2017-04-27,6,8280
PT,SP,2017-04-26,26,2017
PT,SP,2017-04-26,1,0679
PT,SP,2017-04-26,2,4930
PT,SP,2017-04-26,3,4175
PT,SP,2017-04-26,4,6041
PT,SP,2017-04-26,5,7654
PT,SP,2017-04-26,6,3479
PTN,SP,2017-04-25,25,2017
PTN,SP,2017-04-25,1,4971
PTN,SP,2017-04-25,2,5983
PTN,SP,2017-04-25,3,3887
PTN,SP,2017-04-25,4,9750
PTN,SP,2017-04-25,5,1680
PTN,SP,2017-04-25,6,6271
PT,RJ,2016-10-19,2,2245
PT,RJ,2016-10-19,3,5755
PT,RJ,2016-10-19,4,9474
PT,RJ,2016-10-19,5,4165
PT,RJ,2016-10-19,6,9118
PT,SP,2016-10-18,18,2016
PT,SP,2016-10-18,1,2350
PT,SP,2016-10-18,2,7617
PT,SP,2016-10-18,3,5150
PT,SP,2016-10-18,4,3850
PT,SP,2016-10-18,5,8100
PT,SP,2016-10-18,6,7067
PT,RJ,2016-10-18,1,9073
PT,RJ,2016-10-18,2,3400
PT,RJ,2016-10-18,3,2048
PT,RJ,2016-10-18,4,0993
PT,SP,2017-04-25,25,2017
PT,SP,2017-04-25,1,4729
PT,SP,2017-04-25,2,1837
PT,SP,2017-04-25,3,5645
PT,SP,2017-04-25,4,6295
PT,SP,2017-04-25,5,7716
PT,SP,2017-04-25,6,6222
PT,RJ,2016-10-18,5,8426
PT,RJ,2016-10-18,6,3940
PT,SP,2016-10-17,17,2016
PT,SP,2016-10-17,1,9002
PT,SP,2016-10-17,2,8922
PT,SP,2016-10-17,3,7605
PT,SP,2016-10-17,4,7158
PT,SP,2016-10-17,5,0852
PT,SP,2016-10-17,6,3539
PTN,SP,2017-04-24,24,2017
PTN,SP,2017-04-24,1,7116
PTN,SP,2017-04-24,2,7622
PTN,SP,2017-04-24,3,5593
PTN,SP,2017-04-24,4,9673
PTN,SP,2017-04-24,5,6852
PTN,SP,2017-04-24,6,6856
PT,SP,2017-04-24,24,2017
PT,SP,2017-04-24,1,6725
PT,SP,2017-04-24,2,2348
PT,SP,2017-04-24,3,4766
PT,SP,2017-04-24,4,8326
PT,SP,2017-04-24,5,2469
PT,SP,2017-04-24,6,4634
PT,SP,2017-04-23,23,2017
PT,SP,2017-04-23,1,3105
PT,SP,2017-04-23,2,9202
PT,SP,2017-04-23,3,3837
PT,SP,2017-04-23,4,5095
PT,SP,2017-04-23,5,1516
PT,SP,2017-04-23,6,2755
PT,SP,2017-04-22,22,2017
PT,SP,2017-04-22,1,9102
PT,SP,2017-04-22,2,2087
PT,SP,2017-04-22,3,7554
PT,SP,2017-04-22,4,2717
PT,SP,2017-04-22,5,3954
PT,SP,2017-04-22,6,5414
PT,SP,2017-04-21,21,2017
PT,SP,2017-04-21,1,7135
PT,SP,2017-04-21,2,3134
PT,SP,2017-04-21,3,2492
PT,SP,2017-04-21,4,7677
PT,SP,2017-04-21,5,8803
PT,SP,2017-04-21,6,9241
PTN,SP,2017-04-20,20,2017
PTN,SP,2017-04-20,1,2125
PTN,SP,2017-04-20,2,9365
PTN,SP,2017-04-20,3,8962
PTN,SP,2017-04-20,4,8494
PTN,SP,2017-04-20,5,7240
PTN,SP,2017-04-20,6,6186
PT,SP,2017-04-20,20,2017
PT,SP,2017-04-20,1,5398
PT,SP,2017-04-20,2,6033
PT,SP,2017-04-20,3,3077
PT,SP,2017-04-20,4,7841
PT,SP,2017-04-20,5,6254
PT,SP,2017-04-20,6,8603
PT,RJ,2016-10-17,1,9314
PT,RJ,2016-10-17,2,0875
PT,RJ,2016-10-17,3,7053
PT,RJ,2016-10-17,4,2541
PT,RJ,2016-10-17,5,5804
PT,RJ,2016-10-17,6,5587
PT,SP,2016-10-16,16,2016
PT,SP,2016-10-16,1,7762
PT,SP,2016-10-16,2,5153
PT,SP,2016-10-16,3,3355
PT,SP,2016-10-16,4,3990
PT,SP,2016-10-16,5,5555
PT,SP,2016-10-16,6,5815
PT,RJ,2016-10-16,16,2016
PT,RJ,2016-10-16,1,4952
PT,RJ,2016-10-16,2,0274
PT,RJ,2016-10-16,3,2091
PT,RJ,2016-10-16,4,0707
PT,RJ,2016-10-16,5,6801
PT,RJ,2016-10-16,6,4825
PT,SP,2016-10-15,15,2016
PT,SP,2016-10-15,1,1460
PT,SP,2016-10-15,2,5747
PT,SP,2016-10-15,3,3384
PT,SP,2016-10-15,4,4547
PT,SP,2016-10-15,5,9419
PT,SP,2016-10-15,6,4557
PT,RJ,2016-10-15,15,2016
PT,RJ,2016-10-15,1,7025
PT,RJ,2016-10-15,2,0165
PT,RJ,2016-10-15,3,7562
PT,RJ,2016-10-15,4,6967
PT,RJ,2016-10-15,5,6893
PT,RJ,2016-10-15,6,8612
PT,SP,2016-10-14,14,2016
PT,SP,2016-10-14,1,8827
PT,SP,2016-10-14,2,1817
PT,SP,2016-10-14,3,7450
PT,SP,2016-10-14,4,4720
PT,SP,2016-10-14,5,1104
PT,SP,2016-10-14,6,3918
PT,RJ,2016-10-14,1,0874
PT,RJ,2016-10-14,2,0008
PT,RJ,2016-10-14,3,1532
PT,RJ,2016-10-14,4,2889
PT,RJ,2016-10-14,5,5356
PT,RJ,2016-10-14,6,0659
PT,SP,2017-04-19,19,2017
PT,SP,2017-04-19,1,3173
PT,SP,2017-04-19,2,4092
PT,SP,2017-04-19,3,9435
PT,SP,2017-04-19,4,7699
PT,SP,2017-04-19,5,1604
PT,SP,2017-04-19,6,6003
PTN,SP,2017-04-18,18,2017
PTN,SP,2017-04-18,1,7568
PTN,SP,2017-04-18,2,0562
PT,SP,2016-10-13,13,2016
PT,SP,2016-10-13,1,8124
PT,SP,2016-10-13,2,6603
PT,SP,2016-10-13,3,7130
PT,SP,2016-10-13,4,0182
PT,SP,2016-10-13,5,0426
PT,SP,2016-10-13,6,2465
PT,RJ,2016-10-13,1,2151
PTN,SP,2017-04-18,3,4140
PTN,SP,2017-04-18,4,0671
PTN,SP,2017-04-18,5,0703
PTN,SP,2017-04-18,6,3644
PT,SP,2017-04-18,318,2017
PT,SP,2017-04-18,1,0886
PT,SP,2017-04-18,2,5911
PT,SP,2017-04-18,3,0464
PT,SP,2017-04-18,4,5393
PT,SP,2017-04-18,5,0750
PT,SP,2017-04-18,6,3404
PTN,SP,2017-04-17,17,2017
PTN,SP,2017-04-17,1,7953
PTN,SP,2017-04-17,2,7219
PTN,SP,2017-04-17,3,8595
PTN,SP,2017-04-17,4,6841
PTN,SP,2017-04-17,5,8490
PT,RJ,2016-10-13,2,5695
PT,RJ,2016-10-13,3,0521
PT,RJ,2016-10-13,4,7514
PT,RJ,2016-10-13,5,4340
PT,RJ,2016-10-13,6,0221
PT,SP,2016-12-10,12,2016
PT,SP,2016-12-10,1,8242
PT,SP,2016-12-10,2,8439
PT,SP,2016-12-10,3,1938
PT,SP,2016-12-10,4,9708
PT,SP,2016-12-10,5,9680
PT,SP,2016-12-10,6,8007
PT,RJ,2016-12-10,1,9811
PTN,SP,2017-04-17,6,9098
PT,SP,2017-04-17,17,2017
PT,SP,2017-04-17,1,2812
PT,SP,2017-04-17,2,1845
PT,SP,2017-04-17,3,2818
PT,SP,2017-04-17,4,4228
PT,SP,2017-04-17,5,4533
PT,SP,2017-04-17,6,6236
PT,SP,2017-04-16,16,2017
PT,SP,2017-04-16,1,7699
PT,SP,2017-04-16,2,6097
PT,SP,2017-04-16,3,0163
PT,SP,2017-04-16,4,1990
PT,SP,2017-04-16,5,1710
PT,SP,2017-04-16,6,7659
PT,SP,2017-04-15,15,2017
PT,RJ,2016-12-10,2,7925
PT,RJ,2016-12-10,3,1205
PT,RJ,2016-12-10,4,6096
PT,RJ,2016-12-10,5,1389
PT,RJ,2016-12-10,6,6426
PT,SP,2016-11-10,11,2016
PT,SP,2016-11-10,1,7295
PT,SP,2016-11-10,2,3881
PT,SP,2016-11-10,3,4264
PT,SP,2016-11-10,4,8255
PT,SP,2016-11-10,5,9521
PT,SP,2016-11-10,6,3216
PT,RJ,2016-11-10,1,6028
PT,RJ,2016-11-10,2,9128
PT,RJ,2016-11-10,3,3805
PT,SP,2017-04-15,1,5938
PT,SP,2017-04-15,2,7499
PT,SP,2017-04-15,3,7969
PT,SP,2017-04-15,4,1747
PT,SP,2017-04-15,5,5799
PT,SP,2017-04-15,6,8952
PT,RJ,2016-11-10,4,9776
PT,RJ,2016-11-10,5,2336
PT,RJ,2016-11-10,6,1073
PT,SP,2016-10-10,10,2016
PT,SP,2016-10-10,1,1570
PT,SP,2016-10-10,2,0444
PT,SP,2016-10-10,3,6106
PT,SP,2016-10-10,4,8698
PT,SP,2016-10-10,5,0432
PT,SP,2016-10-10,6,7250
PT,RJ,2016-10-10,1,6183
PT,RJ,2016-10-10,2,6055
PT,RJ,2016-10-10,3,6696
PT,RJ,2016-10-10,4,4430
PT,RJ,2016-10-10,5,0380
PT,RJ,2016-10-10,6,3744
PT,SP,2016-09-10,1,9382
PT,SP,2016-09-10,2,0575
PT,SP,2016-09-10,3,8160
PT,SP,2016-09-10,4,4570
PT,SP,2016-09-10,5,5928
PT,SP,2016-09-10,6,8615
PT,RJ,2016-09-10,1,5163
PT,RJ,2016-09-10,2,4357
PT,RJ,2016-09-10,3,2616
PT,RJ,2016-09-10,4,7266
PT,RJ,2016-09-10,5,3432
PT,RJ,2016-09-10,6,2834
PTN,SP,2017-04-13,13,2017
